SPECIES,CT.POS,ORIENT,GAIT,DIST,RAIN,LOIT,TRIGGER,CAPTURE,AIR
FOX,SF,L,W,1,NO,0,1,0,6.78
FOX,AP,L,W,7,NO,0,0,NA,6.78
FOX,FF,L,W,1,NO,1,1,0,6.78
FOX,SF,L,W,1,NO,0,1,1,6.78
FOX,AP,L,W,7,NO,0,0,NA,6.78
BADGER,SNIG,P,T,1,YES,0,1,1,6.78
BADGER,AP,L,T,1,YES,0,1,0,6.78
BADGER,SF,L,T,7,YES,0,0,NA,6.78
BADGER,FF,L,W,3,YES,0,1,1,6.78
FOX,SF,L,W,6,YES,0,1,1,6.47
FOX,AP,L,W,2,YES,0,0,NA,6.47
FOX,SNIG,P,W,3,YES,0,0,NA,6.47
FOX,FF,L,W,3,YES,0,1,0,6.47
FOX,FF,L,T,3,NO,0,1,0,6.47
FOX,AP,L,T,1,NO,0,1,0,6.47
FOX,SNIG,A,T,1,NO,0,1,0,6.47
FOX,SF,L,T,7,NO,0,0,NA,6.47
FOX,SNIG,A,W,1,NO,0,1,1,6.37
FOX,AP,L,W,1,NO,0,1,0,6.37
FOX,SF,L,W,7,NO,0,0,NA,6.37
FOX,FF,L,W,1,NO,0,1,1,6.37
FOX,SNIG,L,W,1,NO,0,0,NA,6.37
FOX,AP,A,W,1,NO,0,0,NA,6.37
FOX,SF,L,W,7,NO,0,0,NA,6.37
FOX,FF,L,W,6,NO,0,0,NA,6.37
FOX,FF,L,W,3,NO,0,1,0,6.37
FOX,AP,L,W,1,NO,0,1,0,6.37
FOX,SNIG,A,W,1,NO,0,1,0,6.37
FOX,SF,L,W,8,NO,0,0,NA,6.37
FOX,SF,L,W,9,NO,0,0,NA,6.37
FOX,SF,L,W,1,NO,0,1,0,6.37
FOX,AP,L,W,6,NO,0,0,NA,6.37
FOX,FF,L,W,4,NO,0,1,0,6.37
FOX,AP,L,W,1,NO,0,1,0,8.18
FOX,SNIG,P,W,1,NO,0,0,NA,8.18
FOX,SF,L,W,7,NO,0,0,NA,8.18
FOX,FF,L,W,3,NO,0,1,0,8.18
FOX,FF,L,W,5,NO,0,1,0,7.38
FOX,AP,L,W,1,NO,0,1,0,7.38
FOX,SNIG,A,W,1,NO,0,1,0,7.38
FOX,SF,L,W,7,NO,0,0,NA,7.38
FOX,SF,A,W,1,YES,1,1,1,7.38
FOX,SNIG,L,W,1,YES,0,1,1,7.38
FOX,AP,P,W,1,YES,0,1,1,7.38
FOX,FF,L,W,3,YES,0,1,0,7.18
FOX,AP,L,T,1,YES,0,0,NA,7.18
FOX,SNIG,A,T,1,YES,0,0,NA,7.18
FOX,SF,L,T,7,YES,0,1,0,7.18
FOX,FF,A,W,1,NO,0,1,0,7.08
FOX,AP,L,W,3,NO,0,0,NA,7.08
FOX,SF,L,W,4,NO,0,0,NA,7.08
FOX,FF,L,W,3,YES,0,1,1,6.67
FOX,AP,L,W,1,YES,0,1,0,6.67
FOX,SNIG,A,W,1,YES,0,1,0,6.67
FOX,SF,L,W,7,YES,0,0,NA,6.67
FOX,FF,A,W,1,NO,0,0,NA,7.18
BADGER,FF,L,W,2,NO,0,1,1,7.58
BADGER,SNIG,L,W,5,NO,0,0,NA,7.58
BADGER,SNIG,P,T,1,NO,0,1,1,7.58
BADGER,AP,L,T,1,NO,0,1,0,7.58
BADGER,SF,L,T,7,NO,0,1,1,7.58
BADGER,FF,L,T,3,NO,0,1,0,7.58
FOX,FF,L,T,4,NO,0,0,NA,6.67
FOX,SNIG,P,T,1,NO,0,1,1,6.67
FOX,AP,L,T,1,NO,0,0,NA,6.67
FOX,SF,L,T,7,NO,0,0,NA,6.67
FOX,FF,L,W,3,NO,0,1,0,6.67
FOX,SF,L,W,6,NO,0,0,NA,6.37
FOX,AP,L,W,2,NO,0,0,NA,6.37
FOX,SNIG,L,W,3,NO,0,0,NA,6.37
FOX,SNIG,P,W,1,YES,0,1,1,6.37
FOX,AP,L,W,1,YES,0,1,0,6.37
FOX,SF,L,W,7,YES,0,0,NA,6.37
FOX,FF,L,W,3,YES,0,1,1,6.37
BADGER,AP,L,T,1,YES,0,1,0,5.66
BADGER,SNIG,P,T,1,YES,0,1,1,5.66
BADGER,SF,L,T,7,YES,0,0,NA,5.66
BADGER,FF,L,W,3,YES,1,1,1,5.66
FOX,SNIG,P,T,4,NO,0,0,NA,4.93
FOX,AP,L,T,2,NO,0,0,NA,4.93
FOX,SF,L,T,6,NO,0,0,NA,4.93
FOX,FF,L,W,3,NO,1,0,NA,4.93
FOX,SNIG,P,T,4,NO,0,0,NA,5.04
FOX,AP,L,T,2,NO,0,0,NA,5.04
FOX,SF,L,T,6,NO,0,0,NA,5.04
FOX,FF,L,W,3,NO,0,1,0,5.04
FOX,FF,A,W,1,NO,0,0,NA,9.67
FOX,SNIG,P,W,1,NO,0,0,NA,9.57
FOX,AP,L,W,1,NO,0,1,0,9.57
FOX,SF,L,W,7,NO,0,0,NA,9.57
FOX,FF,P,W,5,NO,0,0,NA,9.57
FOX,SF,L,W,2,NO,0,1,0,9.57
FOX,AP,A,W,1,NO,0,0,NA,9.57
FOX,SF,L,W,1,YES,0,1,1,9.57
FOX,AP,L,W,7,YES,0,0,NA,9.57
FOX,FF,L,W,1,YES,0,1,1,9.57
FOX,FF,A,W,1,YES,0,0,NA,9.67
FOX,SF,L,T,6,YES,0,0,NA,9.67
FOX,SF,P,W,1,NO,0,0,NA,10.26
FOX,AP,L,W,2,NO,0,0,NA,10.26
FOX,FF,A,W,1,NO,0,1,1,9.97
FOX,AP,L,W,1,NO,0,1,0,9.97
FOX,SNIG,A,W,1,NO,0,0,NA,9.97
FOX,SF,L,W,7,NO,0,0,NA,9.97
BADGER,SNIG,P,T,1,NO,0,0,NA,9.97
BADGER,AP,L,T,1,NO,0,1,0,9.97
BADGER,SF,L,T,7,NO,0,1,1,9.97
BADGER,FF,L,T,3,NO,1,1,1,9.97
BADGER,FF,L,W,3,NO,0,1,1,9.87
BADGER,SF,L,T,7,NO,0,1,0,9.87
BADGER,AP,L,T,1,NO,0,1,1,9.87
BADGER,SNIG,A,T,1,NO,0,1,1,9.87
FOX,FF,L,W,3,NO,0,0,NA,9.87
FOX,SF,L,W,7,NO,1,0,NA,9.87
FOX,SNIG,A,W,1,NO,0,0,NA,9.87
FOX,AP,L,W,2,NO,0,1,0,9.87
BADGER,FF,L,R,3,NO,0,1,0,4.21
BADGER,SF,L,T,7,NO,0,0,NA,4.21
BADGER,SNIG,A,T,1,NO,0,1,0,4.21
BADGER,AP,L,T,2,NO,0,1,0,4.21
BADGER,FF,L,W,3,NO,1,1,0,8.88
BADGER,SF,L,T,7,NO,0,0,NA,8.88
BADGER,SNIG,A,T,1,NO,1,1,0,8.88
BADGER,AP,L,T,2,NO,0,0,NA,8.88
FOX,FF,A,T,1,NO,0,0,NA,9.18
FOX,SF,L,T,5,NO,0,0,NA,9.18
FOX,AP,L,T,3,NO,0,0,NA,9.18
FOX,SNIG,A,T,1,NO,0,0,NA,9.18
BADGER,FF,L,T,3,NO,0,0,NA,9.18
BADGER,SF,L,T,7,NO,0,0,NA,9.18
BADGER,SNIG,L,T,5,NO,0,1,NA,9.18
BADGER,AP,L,T,2,NO,0,0,NA,9.18
BADGER,FF,L,T,3,NO,0,1,0,9.08
BADGER,SF,L,T,7,NO,1,0,NA,9.08
BADGER,AP,L,T,2,NO,0,1,0,9.08
BADGER,SNIG,A,T,1,NO,0,1,0,9.08
BADGER,FF,L,T,1,YES,0,1,1,8.58
BADGER,SF,L,T,1,YES,0,0,NA,8.58
BADGER,AP,L,T,2,YES,0,1,0,8.58
BADGER,SNIG,L,T,2,YES,0,1,0,8.58
BADGER,FF,L,T,3,YES,0,1,0,8.58
BADGER,SF,L,T,7,YES,0,0,NA,8.58
BADGER,AP,L,T,2,YES,0,0,NA,8.58
FOX,FF,A,W,1,YES,1,1,0,8.28
FOX,SF,L,W,5,YES,1,1,1,8.28
FOX,AP,L,W,3,YES,0,0,NA,8.28
FOX,SNIG,A,W,1,YES,0,0,NA,8.28
FOX,FF,L,W,3,NO,0,0,NA,7.48
FOX,SF,L,W,7,NO,0,0,NA,7.48
FOX,AP,L,W,2,NO,0,1,0,7.48
FOX,SNIG,A,W,1,NO,0,1,0,7.48
BADGER,FF,L,W,3,NO,1,1,0,5.24
BADGER,SF,L,T,7,NO,0,0,NA,5.24
BADGER,AP,L,T,2,NO,0,1,0,5.24
BADGER,SNIG,A,T,1,NO,0,1,0,5.24
FOX,SF,L,W,5,NO,0,0,NA,5.24
FOX,AP,L,W,3,NO,0,0,NA,5.24
FOX,FF,L,W,2,NO,0,1,0,5.24
BADGER,SF,L,T,7,NO,0,0,NA,5.45
BADGER,SNIG,P,T,2,NO,0,1,1,5.45
BADGER,AP,L,T,2,NO,0,1,0,5.45
BADGER,FF,L,W,3,NO,0,1,0,5.45
BADGER,SNIG,P,T,2,NO,0,1,1,6.47
BADGER,AP,L,T,2,NO,0,1,0,6.47
BADGER,SF,L,T,7,NO,0,0,NA,6.47
BADGER,FF,L,W,2,NO,0,1,1,6.47
FOX,AP,L,W,2,NO,0,1,0,6.47
FOX,SF,L,W,7,NO,0,0,NA,6.47
FOX,SNIG,P,W,2,NO,0,1,1,6.47
FOX,AP,L,T,2,NO,0,1,0,4.83
FOX,SF,L,T,7,NO,0,1,1,4.83
FOX,AP,L,W,2,NO,1,1,0,4.83
FOX,SF,L,W,7,NO,1,1,1,4.83
FOX,FF,L,W,3,NO,0,0,NA,4.83
BADGER,FF,L,W,3,NO,0,1,0,4.1
BADGER,AP,L,T,2,NO,0,0,NA,4.1
BADGER,SF,L,T,7,NO,0,1,0,4.1
BADGER,SF,L,T,7,NO,0,0,NA,3.16
BADGER,AP,L,T,2,NO,0,0,NA,3.16
BADGER,FF,L,W,3,NO,0,1,1,3.16
FOX,SF,L,W,7,NO,0,1,1,1.66
FOX,AP,L,W,3,NO,0,0,NA,1.66
BADGER,AP,L,T,2,YES,0,0,NA,2.62
BADGER,SF,L,T,7,YES,0,1,1,2.62
FOX,SF,L,T,7,NO,0,1,1,1.76
FOX,AP,L,T,2,NO,0,1,0,1.76
FOX,FF,L,W,3,NO,0,0,NA,1.76
FOX,FF,L,R,1,NO,0,0,NA,5.04
FOX,SF,L,R,1,NO,0,1,0,5.04
FOX,AP,L,R,0,NO,0,0,NA,5.04
FOX,FF,L,W,3,NO,0,0,NA,3.68
FOX,AP,L,W,2,NO,0,1,0,3.68
FOX,SF,L,W,7,NO,0,0,NA,3.68
FOX,SF,L,W,7,NO,0,0,NA,4.73
FOX,AP,L,W,2,NO,0,1,0,4.73
FOX,FF,L,W,5,NO,0,0,NA,4.73
FOX,SF,L,T,7,NO,0,0,0,4.93
FOX,AP,L,T,2,NO,0,0,NA,4.93
FOX,FF,L,W,1,NO,0,0,NA,4.93
FOX,FF,A,W,1,NO,0,0,NA,4.93
FOX,AP,L,W,4,NO,0,1,1,5.24
FOX,SF,L,W,4,NO,0,1,1,5.24
FOX,FF,L,W,4,NO,0,1,1,5.24
FOX,FF,L,W,1,NO,0,1,1,5.24
FOX,SF,L,W,1,NO,1,1,1,5.24
FOX,AP,L,W,8,NO,1,0,NA,5.24
BADGER,FF,L,T,3,NO,0,0,NA,5.24
BADGER,FF,L,W,1,NO,0,1,1,5.24
BADGER,AP,L,W,2,NO,0,1,0,5.24
BADGER,SF,L,W,7,NO,0,1,1,5.24
BADGER,SF,A,W,1,NO,0,1,1,5.24
BADGER,AP,L,W,8,NO,0,0,NA,5.24
FOX,AP,L,W,6,NO,0,0,NA,4.62
FOX,SF,L,W,2,NO,0,1,1,4.62
FOX,FF,L,W,3,NO,0,1,1,4.62
FOX,FF,L,T,2,NO,0,1,1,4.62
FOX,SF,L,W,6,NO,0,1,1,4.62
FOX,AP,L,W,3,NO,0,0,NA,4.62
FOX,FF,A,W,1,NO,1,1,0,4.62
FOX,SF,L,W,1,NO,0,0,NA,4.62
FOX,AP,L,W,7,NO,0,0,NA,4.62
FOX,SF,L,T,7,NO,0,0,NA,2.2
FOX,AP,L,T,2,NO,0,1,0,2.2
FOX,FF,L,T,3,NO,0,0,NA,2.2
FOX,FF,L,W,3,NO,0,0,NA,1.66
FOX,FF,A,W,1,NO,0,0,NA,0.56
FOX,AP,L,W,2,NO,1,1,0,0.56
FOX,SF,L,W,7,NO,0,1,1,0.56
FOX,FF,L,W,3,NO,0,0,NA,7.28
FOX,AP,L,T,2,NO,0,1,0,7.28
FOX,SF,L,T,7,NO,0,1,0,7.28
BADGER,AP,L,T,2,NO,0,1,0,7.28
BADGER,SF,L,T,7,NO,0,0,NA,7.28
BADGER,FF,L,T,3,NO,0,1,0,7.28
BADGER,AP,L,T,2,NO,0,1,0,6.27
BADGER,SF,L,T,7,NO,0,0,NA,6.27
BADGER,FF,L,T,3,NO,0,0,NA,6.27
FOX,FF,A,W,1,NO,0,0,NA,6.27
FOX,AP,L,T,3,NO,0,0,NA,6.27
FOX,SF,L,T,4,NO,0,1,1,6.27
BADGER,AP,L,T,2,NO,0,1,0,5.76
BADGER,SF,L,T,7,NO,1,1,1,5.76
BADGER,FF,L,T,3,NO,0,1,0,5.76
BADGER,AP,L,T,2,NO,0,1,0,5.76
BADGER,SF,L,T,7,NO,0,1,0,5.76
BADGER,FF,L,W,3,NO,0,0,NA,5.76
FOX,FF,L,W,3,NO,0,1,1,9.08
BADGER,AP,L,T,2,NO,0,1,0,7.98
BADGER,SF,L,T,7,NO,0,0,NA,7.98
BADGER,FF,L,T,3,NO,0,0,NA,7.98
BADGER,AP,L,T,2,NO,0,1,0,7.98
BADGER,SF,L,T,7,NO,0,1,0,7.98
BADGER,FF,L,T,3,NO,0,1,0,7.98
FOX,FF,L,T,3,NO,0,0,NA,5.24
FOX,AP,L,T,2,NO,1,1,1,5.45
FOX,SF,L,T,7,NO,1,0,NA,5.45
FOX,FF,L,W,3,NO,0,0,NA,5.45
FOX,SF,L,T,5,NO,0,1,1,9.57
FOX,AP,L,T,4,NO,0,0,NA,9.57
FOX,FF,L,W,3,NO,0,0,NA,9.57
FOX,FF,L,T,3,NO,0,0,NA,5.76
FOX,AP,L,T,3,NO,0,0,NA,5.76
FOX,SF,L,T,6,NO,0,1,0,5.76
FOX,SF,L,T,7,NO,0,0,NA,9.37
FOX,AP,L,T,2,NO,0,1,0,9.37
FOX,AP,L,T,3,NO,0,1,0,9.47
FOX,SF,L,T,6,NO,0,0,NA,9.47
FOX,AP,L,T,3,NO,0,0,NA,7.28
FOX,FF,L,T,3,NO,0,0,NA,6.27
FOX,AP,L,T,3,NO,0,0,NA,6.27
FOX,SF,L,T,6,NO,0,1,0,6.27
FOX,FF,L,W,1,NO,0,0,NA,5.14
FOX,FF,A,W,1,NO,0,0,NA,7.98
FOX,AP,L,T,2,NO,0,1,0,7.98
FOX,SF,L,T,7,NO,0,0,NA,7.98
BADGER,FF,L,T,3,NO,0,1,1,7.98
BADGER,AP,L,W,2,NO,0,1,1,7.78
BADGER,SF,L,W,7,NO,0,0,NA,7.68
FOX,AP,L,W,2,NO,0,1,0,7.78
FOX,SF,L,W,7,NO,0,0,NA,7.78
FOX,SF,L,R,7,NO,0,0,NA,7.18
FOX,AP,L,R,2,NO,0,0,NA,7.18
FOX,FF,L,R,3,NO,0,0,NA,7.18
FOX,FF,L,W,3,NO,0,1,0,10.46
FOX,SF,L,T,2,NO,0,1,0,10.46
FOX,AP,L,T,7,NO,0,0,NA,10.46
FOX,FF,L,R,3,NO,0,0,NA,10.16
FOX,AP,L,R,2,NO,0,1,0,10.16
FOX,SF,L,R,7,NO,0,0,NA,10.16
FOX,AP,L,T,2,NO,0,1,0,10.16
FOX,SF,L,T,7,NO,0,0,NA,10.16
FOX,FF,L,T,3,NO,0,0,NA,10.16
FOX,SF,L,T,3,NO,0,1,1,10.16
FOX,AP,L,T,6,NO,0,0,NA,10.16
FOX,FF,L,T,3,NO,0,1,0,10.16
BADGER,AP,L,W,2,NO,0,1,0,10.26
BADGER,SF,L,W,7,NO,0,0,NA,10.26
BADGER,FF,L,W,3,NO,0,0,NA,10.26
FOX,FF,L,W,3,NO,0,0,NA,7.78
FOX,SF,L,W,5,NO,1,1,1,7.78
FOX,AP,L,W,4,NO,0,0,NA,7.78
FOX,FF,L,T,3,NO,0,0,NA,7.78
FOX,AP,L,T,2,NO,0,1,0,7.78
FOX,SF,L,T,7,NO,0,0,NA,7.78
FOX,FF,L,T,3,NO,0,0,NA,7.58
FOX,AP,L,T,4,NO,0,0,NA,7.58
FOX,SF,L,T,5,NO,0,1,0,7.58
BADGER,AP,L,R,2,NO,0,1,0,6.98
BADGER,SF,L,R,7,NO,0,0,NA,6.98
BADGER,FF,L,T,3,NO,0,0,NA,6.98
FOX,FF,L,T,3,NO,0,0,NA,9.77
FOX,AP,L,T,4,NO,0,0,NA,9.77
FOX,SF,L,T,5,NO,0,1,0,9.77
FOX,FF,A,T,1,NO,0,1,0,7.98
FOX,SF,L,W,1,NO,0,0,NA,7.98
FOX,FF,L,T,3,NO,0,1,0,7.78
FOX,SF,L,W,1,NO,1,1,1,7.78
FOX,SF,L,T,7,NO,0,0,NA,7.88
FOX,AP,L,T,2,NO,0,0,NA,7.88
FOX,FF,L,T,3,NO,0,0,NA,7.88
BADGER,FF,L,W,3,NO,0,1,0,8.78
BADGER,SF,L,T,2,NO,0,0,NA,8.78
BADGER,AP,L,T,7,NO,0,1,0,8.78
FOX,AP,L,W,2,NO,0,1,0,8.38
FOX,SF,L,W,7,NO,0,0,NA,8.38
FOX,FF,L,W,3,NO,0,0,NA,8.38
FOX,SF,L,T,5,NO,0,1,1,8.08
FOX,AP,L,T,4,NO,0,0,NA,8.08
FOX,FF,L,W,3,NO,0,0,NA,8.08
FOX,FF,L,W,3,NO,0,1,1,12.5
FOX,AP,L,W,6,NO,0,0,NA,12.5
FOX,SF,L,W,3,NO,0,0,NA,12.5
FOX,FF,L,W,3,NO,0,0,NA,9.77
FOX,AP,L,T,4,NO,0,0,NA,9.77
FOX,SF,L,T,5,NO,0,1,1,9.77
FOX,SF,L,T,2,NO,0,1,0,9.77
FOX,AP,L,T,7,NO,0,0,NA,9.77
FOX,FF,L,T,3,NO,0,1,0,9.77
BADGER,FF,L,T,3,YES,0,0,NA,7.68
BADGER,AP,L,T,2,YES,0,1,0,7.68
BADGER,SF,L,T,7,YES,0,0,NA,7.68
FOX,AP,L,T,3,NO,0,0,NA,6.57
FOX,SF,L,T,6,NO,0,1,1,6.57
FOX,FF,L,W,3,NO,0,0,NA,6.57
FOX,FF,L,W,3,NO,0,0,NA,6.57
FOX,AP,L,T,4,NO,0,0,NA,6.57
FOX,SF,L,T,5,NO,0,1,0,6.57
FOX,FF,L,T,3,NO,0,0,NA,9.77
FOX,SF,L,T,5,NO,0,1,0,9.77
FOX,AP,L,T,4,NO,0,0,NA,9.77
FOX,SF,L,W,7,NO,0,0,NA,10.16
FOX,AP,L,W,2,NO,0,1,0,10.16
FOX,FF,L,W,3,NO,0,0,NA,10.16
FOX,FF,L,T,3,NO,0,0,NA,8.68
FOX,AP,L,T,2,NO,0,1,0,8.68
FOX,SF,L,T,7,NO,0,0,NA,8.68
FOX,FF,L,W,3,NO,1,1,1,8.48
FOX,AP,L,W,6,NO,0,0,NA,8.48
FOX,SF,A,W,1,NO,0,1,1,8.48
FOX,SF,L,W,7,NO,0,0,NA,8.68
FOX,AP,L,W,2,NO,0,1,0,8.68
FOX,FF,L,W,3,NO,0,0,NA,8.68
FOX,FF,L,W,3,NO,0,0,NA,6.37
FOX,AP,L,W,2,NO,0,1,0,6.37
FOX,SF,L,W,7,NO,0,0,NA,6.37
FOX,SF,L,T,2,NO,0,0,NA,6.17
FOX,AP,L,T,7,NO,0,0,NA,6.17
FOX,FF,L,T,3,NO,0,1,1,6.17
FOX,FF,A,W,1,NO,0,0,NA,5.35
FOX,SF,L,W,7,NO,0,0,NA,5.35
FOX,AP,L,W,2,NO,0,1,0,5.35
FOX,FF,L,W,5,YES,0,0,NA,7.18
FOX,SF,L,T,7,YES,0,0,NA,7.18
FOX,AP,L,T,2,YES,0,1,0,7.18
FOX,FF,L,W,3,NO,0,0,NA,6.78
FOX,AP,L,W,4,NO,0,0,NA,6.78
FOX,SF,L,W,5,NO,0,1,1,6.78
FOX,FF,A,W,1,NO,0,0,NA,6.27
FOX,AP,L,T,2,NO,0,0,NA,6.27
FOX,SF,L,T,7,NO,0,0,NA,6.27
FOX,FF,L,W,3,YES,0,0,NA,8.98
FOX,SF,L,W,7,YES,0,0,NA,8.98
FOX,AP,L,W,2,YES,0,1,0,8.98
FOX,FF,L,T,3,YES,0,0,NA,8.48
FOX,AP,L,T,7,YES,0,0,NA,8.48
FOX,SF,L,T,2,YES,0,0,NA,8.48
FOX,AP,L,T,2,NO,0,1,0,9.08
FOX,SF,L,T,7,NO,0,0,NA,9.08
FOX,FF,L,T,3,NO,0,0,NA,9.08
FOX,SNIG,A,W,1,NO,0,0,NA,6.06
FOX,FF,L,W,3,NO,1,1,1,6.06
FOX,AP,L,W,3,NO,0,0,NA,6.06
FOX,SF,L,W,6,NO,0,0,NA,6.06
FOX,FF,L,W,3,NO,0,1,0,10.65
FOX,SNIG,A,W,1,NO,0,1,0,10.65
FOX,AP,L,W,1,NO,0,1,0,10.65
FOX,SF,L,W,8,NO,0,0,NA,10.65
BADGER,FF,L,W,3,NO,0,0,NA,11.53
BADGER,SNIG,A,W,1,NO,0,0,NA,11.53
FOX,FF,L,W,3,NO,0,1,0,7.48
FOX,SNIG,A,W,1,NO,0,1,0,7.48
FOX,AP,L,W,2,NO,0,1,0,7.48
FOX,SF,L,W,7,NO,0,0,NA,7.48
FOX,SNIG,P,W,2,NO,0,0,NA,6.98
FOX,AP,L,W,3,NO,0,0,NA,6.98
FOX,SF,L,W,6,NO,0,0,NA,6.98
FOX,FF,L,W,3,NO,0,1,0,6.98
BADGER,FF,L,W,3,NO,0,1,0,6.67
BADGER,SNIG,A,W,1,NO,0,1,0,6.67
BADGER,AP,L,W,2,NO,0,1,0,6.67
BADGER,SF,L,W,7,NO,0,0,NA,6.67
BADGER,FF,L,T,3,NO,0,1,1,6.57
BADGER,SNIG,A,W,1,NO,0,0,NA,6.57
FOX,SNIG,A,W,1,NO,0,1,0,10.46
FOX,SF,L,W,7,NO,0,0,NA,10.46
FOX,AP,L,W,2,NO,0,1,0,10.46
FOX,AP,A,W,1,YES,0,0,NA,9.87
FOX,AP,L,W,4,YES,0,0,NA,9.87
FOX,SF,L,W,5,YES,0,1,0,9.87
FOX,SF,P,W,1,NO,0,1,1,5.76
FOX,SNIG,L,W,3,NO,0,0,NA,5.76
FOX,AP,A,W,1,NO,0,0,NA,5.76
FOX,FF,L,W,3,NO,1,1,1,5.76
FOX,SF,L,W,3,NO,0,1,0,5.04
FOX,FF,L,W,3,NO,0,1,0,5.04
FOX,AP,L,W,6,NO,0,0,NA,5.04
BADGER,FF,L,T,3,NO,0,1,0,4.31
BADGER,SNIG,A,T,1,NO,0,1,0,4.31
BADGER,SF,L,T,7,NO,1,1,1,4.31
BADGER,AP,L,T,2,NO,0,0,NA,4.31
BADGER,FF,L,T,3,NO,1,1,1,3.89
BADGER,AP,L,T,2,NO,1,1,0,3.89
BADGER,SF,L,T,7,NO,1,0,NA,3.89
BADGER,SNIG,A,T,1,NO,1,1,0,3.89
BADGER,SNIG,P,T,2,YES,0,1,1,3.89
BADGER,AP,L,T,2,YES,0,1,0,3.89
BADGER,SF,L,T,7,YES,0,0,NA,3.89
BADGER,FF,L,T,3,YES,1,1,1,3.89
BADGER,SNIG,P,T,2,NO,0,1,NA,4.21
BADGER,AP,L,T,2,NO,0,1,0,4.21
BADGER,SF,L,T,7,NO,0,0,NA,4.21
BADGER,FF,L,T,3,NO,1,1,1,4.21
BADGER,FF,L,T,3,NO,0,1,0,4.21
BADGER,SNIG,A,T,1,NO,0,1,0,4.21
BADGER,AP,L,T,2,NO,0,1,0,4.21
BADGER,SF,L,T,7,NO,0,0,NA,4.21
